 856.00000; 854.00000;   0.00000;   3.00000;   0.00000;   0.00000;   0.00000; 706.00000;   0.00000;   0.00000;   0.00000;   1.00000;   0.00000; 150.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   2.00000;   0.00000; 548.00000;   2.00000;   0.00000;   0.00000;   0.00000;   0.00000;2003.00000;1710.00000;   1.00000;   0.00000;   0.00000;   1.00000;   0.00000;   0.00000;8450.00000;   0.00000;  65.00000;   0.00000;   0.00000;  60.00000;   0.00000; 196.00000;   0.00000;   0.00000;   2.00000;   0.00000;  61.00000;   5.00000;   7.00000;   0.00000;   0.00000;   0.00000;   0.00000;208500.00000;   0.00000;   0.00000;   8.00000;   0.00000;   0.00000;2003.00000;2003.00000;2008.00000
1262.00000;   0.00000;   0.00000;   3.00000;   0.00000;   0.00000;   1.00000; 978.00000;   0.00000;   1.00000;   0.00000;   0.00000;   0.00000; 284.00000;   1.00000;   0.00000;   0.00000;   0.00000;   1.00000;   1.00000;   1.00000;   0.00000;   1.00000;   1.00000;   1.00000;   2.00000;   0.00000; 460.00000;   2.00000;   0.00000;   0.00000;   0.00000;   0.00000;1976.00000;1262.00000;   0.00000;   0.00000;   1.00000;   2.00000;   1.00000;   0.00000;9600.00000;   1.00000;  80.00000;   0.00000;   0.00000;  20.00000;   0.00000;   0.00000;   1.00000;   0.00000;   5.00000;   1.00000;   0.00000;   8.00000;   6.00000;   0.00000;   0.00000;   0.00000;   0.00000;181500.00000;   0.00000;   0.00000;   6.00000;   1.00000; 298.00000;1976.00000;1976.00000;2007.00000
 920.00000; 866.00000;   0.00000;   3.00000;   0.00000;   0.00000;   2.00000; 486.00000;   0.00000;   0.00000;   0.00000;   1.00000;   0.00000; 434.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   1.00000;   1.00000;   0.00000;   2.00000;   0.00000; 608.00000;   2.00000;   0.00000;   0.00000;   0.00000;   0.00000;2001.00000;1786.00000;   1.00000;   0.00000;   0.00000;   3.00000;   0.00000;   0.00000;11250.00000;   0.00000;  68.00000;   1.00000;   0.00000;  60.00000;   0.00000; 162.00000;   0.00000;   0.00000;   9.00000;   0.00000;  42.00000;   5.00000;   7.00000;   0.00000;   0.00000;   0.00000;   0.00000;223500.00000;   0.00000;   0.00000;   6.00000;   2.00000;   0.00000;2001.00000;2002.00000;2008.00000
 961.00000; 756.00000;   0.00000;   3.00000;   0.00000;   1.00000;   0.00000; 216.00000;   0.00000;   1.00000;   0.00000;   1.00000;   1.00000; 540.00000;   0.00000;   0.00000; 272.00000;   0.00000;   1.00000;   2.00000;   2.00000;   0.00000;   2.00000;   1.00000;   2.00000;   1.00000;   0.00000; 642.00000;   3.00000;   0.00000;   1.00000;   0.00000;   1.00000;1998.00000;1717.00000;   0.00000;   1.00000;   0.00000;   4.00000;   0.00000;   0.00000;9550.00000;   2.00000;  60.00000;   1.00000;   0.00000;  70.00000;   0.00000;   0.00000;   1.00000;   0.00000;   2.00000;   2.00000;  35.00000;   5.00000;   7.00000;   0.00000;   0.00000;   0.00000;   1.00000;140000.00000;   0.00000;   0.00000;   7.00000;   3.00000;   0.00000;1915.00000;1970.00000;2006.00000
1145.00000;1053.00000;   0.00000;   4.00000;   0.00000;   0.00000;   3.00000; 655.00000;   0.00000;   0.00000;   0.00000;   1.00000;   0.00000; 490.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   1.00000;   1.00000;   0.00000;   2.00000;   0.00000; 836.00000;   3.00000;   0.00000;   0.00000;   0.00000;   0.00000;2000.00000;2198.00000;   1.00000;   0.00000;   0.00000;   5.00000;   0.00000;   0.00000;14260.00000;   1.00000;  84.00000;   1.00000;   0.00000;  60.00000;   0.00000; 350.00000;   0.00000;   0.00000;  12.00000;   3.00000;  84.00000;   5.00000;   8.00000;   0.00000;   0.00000;   0.00000;   0.00000;250000.00000;   0.00000;   0.00000;   9.00000;   4.00000; 192.00000;2000.00000;2000.00000;2008.00000
 796.00000; 566.00000; 320.00000;   1.00000;   0.00000;   0.00000;   0.00000; 732.00000;   0.00000;   0.00000;   0.00000;   1.00000;   0.00000;  64.00000;   0.00000;   0.00000;   0.00000;   0.00000;   1.00000;   0.00000;   0.00000;   1.00000;   0.00000;   0.00000;   3.00000;   1.00000;   0.00000; 480.00000;   2.00000;   0.00000;   1.00000;   0.00000;   0.00000;1993.00000;1362.00000;   1.00000;   0.00000;   2.00000;   6.00000;   1.00000;   0.00000;14115.00000;   0.00000;  85.00000;   1.00000;   0.00000;  50.00000;   0.00000;   0.00000;   1.00000; 700.00000;  10.00000;   4.00000;  30.00000;   5.00000;   5.00000;   0.00000;   0.00000;   0.00000;   0.00000;143000.00000;   0.00000;   0.00000;   5.00000;   5.00000;  40.00000;1993.00000;1995.00000;2009.00000
1694.00000;   0.00000;   0.00000;   3.00000;   0.00000;   0.00000;   3.00000;1369.00000;   0.00000;   0.00000;   0.00000;   1.00000;   2.00000; 317.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   2.00000;   1.00000;   0.00000;   2.00000;   0.00000; 636.00000;   2.00000;   0.00000;   0.00000;   0.00000;   0.00000;2004.00000;1694.00000;   0.00000;   0.00000;   1.00000;   7.00000;   0.00000;   0.00000;10084.00000;   0.00000;  75.00000;   0.00000;   0.00000;  20.00000;   0.00000; 186.00000;   2.00000;   0.00000;   8.00000;   5.00000;  57.00000;   5.00000;   8.00000;   0.00000;   0.00000;   0.00000;   0.00000;307000.00000;   0.00000;   0.00000;   7.00000;   6.00000; 255.00000;2004.00000;2005.00000;2007.00000
1107.00000; 983.00000;   0.00000;   3.00000;   0.00000;   0.00000;   2.00000; 859.00000;  32.00000;   1.00000;   1.00000;   1.00000;   0.00000; 216.00000;   2.00000;   0.00000; 228.00000;   0.00000;   1.00000;   3.00000;   3.00000;   0.00000;   1.00000;   2.00000;   1.00000;   2.00000;   0.00000; 484.00000;   2.00000;   0.00000;   0.00000;   0.00000;   0.00000;1973.00000;2090.00000;   1.00000;   0.00000;   0.00000;   8.00000;   1.00000;   0.00000;10382.00000;   2.00000;  -1.00000;   1.00000;   0.00000;  60.00000;   0.00000; 240.00000;   2.00000; 350.00000;  11.00000;   6.00000; 204.00000;   6.00000;   7.00000;   0.00000;   0.00000;   0.00000;   0.00000;200000.00000;   0.00000;   0.00000;   7.00000;   7.00000; 235.00000;1973.00000;1973.00000;2009.00000
1022.00000; 752.00000;   0.00000;   2.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;   2.00000;   0.00000;   0.00000;   1.00000; 952.00000;   3.00000;   1.00000; 205.00000;   0.00000;   1.00000;   4.00000;   2.00000;   0.00000;   1.00000;   2.00000;   2.00000;   2.00000;   1.00000; 468.00000;   2.00000;   0.00000;   1.00000;   1.00000;   1.00000;1931.00000;1774.00000;   0.00000;   1.00000;   2.00000;   9.00000;   1.00000;   0.00000;6120.00000;   0.00000;  51.00000;   0.00000;   0.00000;  50.00000;   1.00000;   0.00000;   1.00000;   0.00000;   4.00000;   7.00000;   0.00000;   5.00000;   7.00000;   0.00000;   0.00000;   0.00000;   1.00000;129900.00000;   0.00000;   0.00000;   8.00000;   8.00000;  90.00000;1931.00000;1950.00000;2008.00000
1077.00000;   0.00000;   0.00000;   2.00000;   1.00000;   0.00000;   0.00000; 851.00000;   0.00000;   0.00000;   0.00000;   1.00000;   1.00000; 140.00000;   3.00000;   0.00000;   0.00000;   0.00000;   1.00000;   1.00000;   1.00000;   0.00000;   1.00000;   2.00000;   2.00000;   1.00000;   0.00000; 205.00000;   1.00000;   0.00000;   0.00000;   2.00000;   0.00000;1939.00000;1077.00000;   0.00000;   0.00000;   3.00000;  10.00000;   1.00000;   0.00000;7420.00000;   2.00000;  50.00000;   0.00000;   0.00000; 190.00000;   0.00000;   0.00000;   1.00000;   0.00000;   1.00000;   8.00000;   4.00000;   6.00000;   5.00000;   0.00000;   0.00000;   0.00000;   0.00000;118000.00000;   0.00000;   0.00000;   5.00000;   9.00000;   0.00000;1939.00000;1950.00000;2008.00000
